"Idiom","Pinyin","Letter","Explanation","Synonym"
"崇洋媚外","chóng yáng mèi wài","chong yang mei wai","洋西洋，指西方国家；媚谄媚。崇拜西方一切，谄媚外国人。指丧失民族自尊心，一味奉承巴结外国人。",""
"崇雅黜浮","chóng yǎ chù fú","chong ya chu fu","指在文风上崇尚雅正，摈弃浮华。",""
"崇墉百雉","chóng yōng bǎi zhì","chong yong bai zhi","形容城墙高大。",""
"重裵列鼎","chóng yīn liè dǐng","chong yin lie ding","喻指生活富贵，位居高官。",""
"重垣叠锁","chóng yuán dié suǒ","chong yuan die suo","重复的垣墙，重叠的锁钥。指深宫内苑，防护严密。",""
"重垣迭锁","chóng yuán dié suǒ","chong yuan die suo","重复的垣墙，重迭的锁钥。指深宫内苑，防护严密。",""
"虫鱼之学","chóng yù zhī xué","chong yu zhi xue","指繁琐的考据订正。",""
"重整旗鼓","chóng zhěng qí gǔ","chong zheng qi gu","比喻失败之后，整顿力量，准备再干。",""
"重振旗鼓","chóng zhèn qí gǔ","chong zhen qi gu","比喻失败后，整顿再起。",""
"重纸累札","chóng zhǐ lèi zhá","chong zhi lei zha","指很多的纸张。",""
"重足屏气","chóng zú bǐng qì","chong zu bing qi","指畏惧之甚。",""
"重足屏息","chóng zú bǐng xī","chong zu bing xi","指畏惧之甚。",""
"重足而立","chóng zú ér lì","chong zu er li","叠足而立，不敢迈步。形容恐惧。",""
"重足累息","chóng zú lèi xī","chong zu lei xi","指畏惧之甚。",""
"重足一迹","chóng zú yī jì","chong zu yi ji","叠足而立，不敢迈步。形容非常恐惧。",""
"臭不可当","chòu bù kě dāng","chou bu ke dang","当：承受。臭得使人受不了。比喻人名声极坏。",""
"臭不可闻","chòu bù kě wén","chou bu ke wen","臭得使人受不了。比喻人名声极坏。",""
"愁肠百结","chóu cháng bǎi jié","chou chang bai jie","愁肠：忧愁的心肠。百结：极多的结头。忧愁苦闷的心肠好象凝结成了许多的疙瘩。形容愁绪郁结，难于排遣。",""
"愁肠寸断","chóu cháng cùn duàn","chou chang cun duan","愁肠：忧思萦绕的心肠。愁得肠子都断成一段段的。形容忧愁到了极点。",""
"愁肠九回","chóu cháng jiǔ huí","chou chang jiu hui","指悲愁频频在腹中萦绕，难于排遣。",""
"愁肠九转","chóu cháng jiǔ zhuǎn","chou chang jiu zhuan","指重重忧愁萦绕心怀。",""
"愁肠殢酒","chóu cháng tì jiǔ","chou chang ti jiu","愁长愁闷的心肠；殢困扰。心肠愁闷的人容易病酒。",""
"愁长殢酒","chóu cháng tì jiǔ","chou chang ti jiu","愁长愁闷的心肠；殢困扰。心肠愁闷容易病酒。",""
"踌躇不决","chóu chú bù jué","chou chu bu jue","踌躇犹豫，迟疑。形容犹犹疑疑地拿不定主意。",""
"踌躇不前","chóu chú bù qián","chou chu bu qian","迟疑不决，不敢前进。",""
"踌躇满志","chóu chú mǎn zhì","chou chu man zhi","踌躇：从容自得的样子；满：满足；志：志愿。形容对自己取得的成就非常得意。",""
"愁多夜长","chóu duō yè cháng","chou duo ye chang","因心情愁闷而夜不成寐，感到时光悠长难遣。",""
"酬功给效","chóu gōng gěi xiào","chou gong gei xiao","效，呈献，献出（生命者）。指赏赐有功劳者。",""
"愁红惨绿","chóu hóng cǎn lü","chou hong can lu","红、绿指花、叶。指经过风雨摧残的残花败叶。多寄以对身世凄凉的感情。",""
"愁红怨绿","chóu hóng yuàn lǜ","chou hong yuan lu","红、绿指花、叶。指经过风雨摧残的残花败叶。多寄以对身世凄凉的感情。",""
"愁眉不展","chóu méi bù zhān","chou mei bu zhan","展：舒展。由于忧愁而双眉紧锁。形容心事重重的样子。",""
"愁眉蹙额","chóu méi cù é","chou mei cu e","因发愁而紧皱眉头。",""
"尨眉皓发","chóu méi hào fā","chou mei hao fa","眉毛黑白夹杂而头发雪白。形容年迈的样子。",""
"愁眉苦脸","chóu méi kǔ liǎn","chou mei ku lian","皱着眉头，哭丧着脸。形容愁苦的神色。",""
"愁眉苦眼","chóu méi kǔ yǎn","chou mei ku yan","形容愁苦的神色。",""
"愁眉泪眼","chóu méi lèi yǎn","chou mei lei yan","皱着眉头，含着眼泪。形容悲苦的样子。",""
"愁眉锁眼","chóu méi suǒ yǎn","chou mei suo yan","锁：紧皱。愁得紧皱眉头，眯起双眼。形容非常苦恼的样子。",""
"愁眉啼妆","chóu méi tí zhuāng","chou mei ti zhuang","愁眉：使眉细而曲折；啼妆：轻轻地擦去目下的粉饰以作啼痕。形容妇女的妖态。",""
"臭名远扬","chòu míng yuǎn yáng","chou ming yuan yang","名：名声；扬：传播。坏名声传得很远。",""
"臭名昭彰","chòu míng zhāo zhāng","chou ming zhao zhang","昭显着。形容坏名声尽人皆知。亦作臭名昭著”。",""
"臭名昭著","chòu míng zhāo zhù","chou ming zhao zhu","坏名声人人都知道。",""
"绸缪束薪","chóu móu shù xīn","chou mou shu xin","绸缪紧紧缠绕。紧紧地把柴草捆扎成捆儿。古代束薪比喻婚姻的结合。",""
"绸缪帷幄","chóu móu wéi wò","chou mou wei wo","指运筹帷幄，在军营帐幕之中谋划军国大事。",""
"愁潘病沈","chóu pān bìng shěn","chou pan bing shen","泛指烦恼和疾病。",""
"稠人广众","chóu rén guǎng zhòng","chou ren guang zhong","稠：多而密。指人很多的场合。",""
"稠人广坐","chóu rén guǎng zuò","chou ren guang zuo","坐同座”。指人很多的地方，即公共场合。",""
"稠人广座","chóu rén guǎng zuò","chou ren guang zuo","指人很多的场合。",""
"臭肉来蝇","chòu ròu lái yíng","chou rou lai ying","腐臭的肉招来苍蝇。比喻自己的思想作风有问题，就会招致坏人的引诱。",""
"愁山闷海","chóu shān mèn hǎi","chou shan men hai","忧愁如山，苦闷似海。形容愁闷象山一样大，象海一样深，无法排遣。",""
"愁绪如麻","chóu xù rú má","chou xu ru ma","愁绪忧愁的心绪。麻乱麻。忧愁的思虑像乱麻一样。形容烦愁之极。",""
"愁云惨淡","chóu yún cǎn dàn","chou yun can dan","惨淡暗淡。原指阴沉沉的云层遮得天色暗淡无光。也用以形容使人感到忧愁、压抑的景象或气氛。",""
"愁云惨雾","chóu yún cǎn wù","chou yun can wu","形容暗淡无光的景象。多比喻令人忧愁苦闷的局面。",""
"畴咨之忧","chóu zī zhī yōu","chou zi zhi you","畴咨访问、访求。指人才难求的忧虑。",""
"出其不备","chū qí bù bèi","chu qi bu bei","指行动出乎人的意料。",""
"出奇不穷","chū qí bù qióng","chu qi bu qiong","指多出奇兵，多用奇计。比喻变化多端，使人难以捉摸。",""
"出其不意","chū qí bù yì","chu qi bu yi","其：代词，对方；不意：没有料到。趁对方没有意料到就采取行动。",""
"出其不虞","chū qí bù yú","chu qi bu yu","犹言出其不意。指行动出乎人的意料。",""
"础泣而雨","chǔ qì ér yǔ","chu qi er yu","柱子的基石泣湿了，就是要下雨的征候。比喻见到一点迹象，就能知道它的发展方向。",""
"出奇划策","chū qí huá cè","chu qi hua ce","犹言出谋划策。",""
"出浅入深","chū qiǎn rù shēn","chu qian ru shen","犹言深入浅出。",""
"出奇取胜","chū qí qǔ shèng","chu qi qu sheng","出奇兵战胜敌人。比喻用对方意料不到的方法取得胜利。",""
"楚囚对泣","chǔ qiú duì qì","chu qiu dui qi","楚囚：原指被俘到晋国的楚国人，后泛指处于困境，无计可施的人。比喻在情况困难、无法可想时相对发愁。",""
"楚囚相对","chǔ qiú xiāng duì","chu qiu xiang dui","形容人们遭遇国难或其他变故，相对无策，徒然悲伤。",""
"出奇无穷","chū qí wú qióng","chu qi wu qiong","指多出奇兵，多用奇计。比喻变化多端，使人难以捉摸。",""
"出奇制胜","chū qí zhì shèng","chu qi zhi sheng","奇：奇兵，奇计；制：制服。出奇兵战胜敌人。比喻用对方意料不到的方法取得胜利。",""
"出奇致胜","chū qí zhì shèng","chu qi zhi sheng","出奇兵战胜敌人。比喻用对方意料不到的方法取得胜利。",""
"出群拔萃","chū qún bá cuì","chu qun ba cui","拔，超出；萃，原为草丛生的样子。指卓越出众，非同一般。",""
"侈人观听","chǐ rén guān tīng","chi ren guan ting","指加强人们在观感听觉上的印象。",""
"痴人说梦","chī rén shuō mèng","chi ren shuo meng","痴：傻。原指对痴人说梦话而痴人信以为真。比喻凭借荒唐的想象胡言乱语。",""
"出人头地","chū rén tóu dì","chu ren tou di","指高人一等。",""
"出人望外","chū rén wàng wài","chu ren wang wai","犹出人意表。超出人们的意料。",""
"出人意表","chū rén yì biǎo","chu ren yi biao","表：外。出乎人们意料之外。",""
"出人意料","chū rén yì liào","chu ren yi liao","出乎人们意料之外。",""
"出人意外","chū rén yì wài","chu ren yi wai","出于人们的意料之外，都没想到的。",""
"齿如编贝","chǐ rú biān bèi","chi ru bian bei","形容牙齿整齐洁白。贝，白色螺壳。",""
"齿如含贝","chǐ rú hán bèi","chi ru han bei","形容牙齿整齐洁白。贝，白色螺壳。",""
"出入将相","chū rù jiāng xiāng","chu ru jiang xiang","犹出将入相。",""
"础润而雨","chǔ rùn ér yǔ","chu run er yu","柱子的基石润湿了，就是要下雨的征候。比喻见到一点迹象，就能知道它的发展方向。",""
"齿若编贝","chǐ ruò biān bèi","chi ruo bian bei","编：顺次第排列；贝：贝壳。形容牙齿整齐洁白。",""
"齿如齐贝","chǐ rú qí bèi","chi ru qi bei","形容牙齿整齐洁白。贝，白色螺壳。",""
"出入人罪","chū rù rén zuì","chu ru ren zui","指法庭裁判错误，把有罪的人认为无罪，把无罪的人认为有罪。",""
"出入生死","chū rù shēng sǐ","chu ru sheng si","犹出生入死。",""
"出入神鬼","chū rù shén guǐ","chu ru shen gui","犹言神出鬼没。",""
"出入无间","chū rù wú jiān","chu ru wu jian","出入无间隔。犹言进出自由。",""
"出死断亡","chū sǐ duàn wáng","chu si duan wang","指效死捐生。",""
"尺山寸水","chǐ shān cùn shuǐ","chi shan cun shui","指每一小块山水。",""
"出山泉水","chū shān quán shuǐ","chu shan quan shui","出山：比喻出仕。旧指做了官的人，就不象未做官时那样清白了。",""
"出师不利","chū shī bù lì","chu shi bu li","师：军队。利：顺利。出战不顺利。形容事情刚开始，就遭受败绩。",""
"出生入死","chū shēng rù sǐ","chu sheng ru si","原意是从出生到死去。后形容冒着生命危险，不顾个人安危。",""
"出圣入神","chū shèng rù shén","chu sheng ru shen","指神奇高妙。",""
"初生之犊","chū shēng zhī dú","chu sheng zhi du","刚出生的小牛，比喻单纯或勇猛的青年人。",""
"出神入定","chū shén rù dìng","chu shen ru ding","形容聚精会神。",""
"出神入化","chū shén rù huà","chu shen ru hua","神、化：指神妙的境域。极其高超的境界。形容文学艺术达到极高的成就。",""
"出世超凡","chū shì chāo fán","chu shi chao fan","超出尘世和凡俗。旧指脱离世俗生活，上升到仙界。",""
"初试锋芒","chū shì fēng máng","chu shi feng mang","比喻刚开始显示出力量或才能。",""
"鸱视虎顾","chī shì hǔ gù","chi shi hu gu","如鸱鸟举首而视，如虎反顾。",""
"鸱视狼顾","chī shì láng gù","chi shi lang gu","如鸱鸟举首而视，如狼反顾。形容人的凶狠贪戾。",""
"出世离群","chū shì lí qún","chu shi li qun","指脱离人世。",""
"处实效功","chǔ shí xiào gōng","chu shi xiao gong","处办理。效效验，效果。功功绩，成效。处理事情从实际出发，讲究功效。",""
"齿少气锐","chǐ shǎo qì ruì","chi shao qi rui","指年轻气盛，锐意进取。",""
"齿少心锐","chǐ shǎo xīn ruì","chi shao xin rui","指年轻气盛，锐意进取。",""
"尺树寸泓","chǐ shù cùn hóng","chi shu cun hong","泓：水深。泛指地方虽小，却有花草树木、清泉流水的景区。",""
"出手得卢","chū shǒu dé lú","chu shou de lu","卢：古时樗蒲戏一掷五子皆黑，为最胜采。比喻一下子就取得胜利。",""
"出水芙蓉","chū shuǐ fú róng","chu shui fu rong","芙蓉：荷花。刚开放的荷花。比喻诗文清新不俗。也形容天然艳丽的女子。",""
"楚水吴山","chǔ shuǐ wú shān","chu shui wu shan","楚地的水，吴地的山。指古时吴、楚两国所属地域◇用以指长江中下游一带。",""
"尺水丈波","chǐ shuǐ zhàng bō","chi shui zhang bo","比喻说话夸张，不真实。",""
"出师无名","chū shī wú míng","chu shi wu ming","指没有正当理由而出兵征伐。",""
"出师有名","chū shī yǒu míng","chu shi you ming","有正当理由进行征伐。",""
"出死入生","chū sǐ rù shēng","chu si ru sheng","①从死亡里获救。②犹出生入死。",""
"处堂燕雀","chǔ táng yàn què","chu tang yan que","比喻生活安定而失去警惕性。也比喻大祸临头而自己不知道。",""
"处堂燕鹊","chǔ táng yàn què","chu tang yan que","比喻居安忘危的人。",""
"楚天云雨","chǔ tiān yún yǔ","chu tian yun yu","指巫山神女，或男女欢情。",""
"出头露面","chū tóu lù miàn","chu tou lu mian","指在公开场合出现。也指出风头。",""
"出头之日","chū tóu zhī rì","chu tou zhi ri","出头：摆脱困境等。指从困厄、冤屈、压抑的处境中摆脱出来的日子。",""
"揣骨听声","chuāi gǔ tīng shēng","chuai gu ting sheng","原指旧时相法的一种。不相其面，而摸其骨骼，听其语声，以判贵贱◇用以比喻牵强附会，妄加评判。",""
"揣奸把猾","chuāi jiān bǎ huá","chuai jian ba hua","揣藏。奸奸诈，狡诈，虚伪。心藏奸诈，行为狡猾。",""
"传杯换盏","chuán bēi huàn zhǎn","chuan bei huan zhan","指酒宴中互相斟酒。",""
"传杯弄盏","chuán bēi nòng zhǎn","chuan bei nong zhan","指酒宴中互相斟酒。",""
"穿壁引光","chuān bì yǐn guāng","chuan bi yin guang","穿：凿通；引：引进。凿通墙壁，引进烛光。形容家贫读书刻苦。",""
"传柄移藉","chuán bǐng yí jiè","chuan bing yi jie","指权势转移。",""
